id	name	label	resource	description	synonyms	pmids	taxid	xrefs	raw_id
MONDO:0011500	Bjornstad syndrome	Disease	MONDO	Bjrnstad syndrome is characterized by congenital sensorineural hearing loss and pili torti. Less than fifty cases have been reported so far. The hearing loss usually becomes evident very early in life, often in the first year. Pili torti, a condition in which the hair shaft is flattened and twisted, makes the hair very brittle and patients develop hair loss in the first two years of life. Bjrnstad syndrome is transmitted as an autosomal recessive condition. It is caused by mutations in the BCS1L gene. Mutations in this gene also cause GRACILE syndrome. [https://rarediseases.info.nih.gov/diseases/22/bjornstad-syndrome]	Bjornstad syndrome|deafness-pili torti-hypogonadism syndrome			DOID:0050677|UMLS:C0266006|MESH:C537633|OMIM:262000|MESH:C565735|ORDO:123	MESH:C565735
MONDO:0007534	Blau syndrome	Disease	MONDO	Blau syndrome (BS) is a rare systemic inflammatory disease characterized by early onset granulomatous arthritis, uveitis and skin rash. BS now refers to both the familial and sporadic (formerly early-onset sarcoidosis) form of the same disease. The proposed term pediatric granulomatous arthritis is currently questioned since it fails to represent the systemic nature of the disease. [Orphanet:90340]	early-onset sarcoidosis|pediatric granulomatous arthritis|BLAUS|granulomatous inflammatory arthritis, dermatitis, and uveitis, familial|arthrocutaneouveal granulomatosis|granulomatosis, familial juvenile systemic|granulomatosis, familial, Blau type|Jabs syndrome|EOS|sarcoidosis, early-onset|Blau syndrome			MESH:C538157|ORDO:90341|DOID:0050678|DOID:5572|OMIM:609464|MESH:D001506|ORDO:90340|UMLS:C1836122|ICD-9:714.89|OMIM:186580|ICD-9:692.9|UMLS:C1861303	MESH:D001506
MONDO:0010311	blindness (disorder)	Disease	MONDO	The lack of vision. It is caused by neurological or physiological factors. [NCIT:C97109]	visual impairment|vision impairment|vision loss			DOID:1432|ICD10CM:H54|MESH:D001766|ICD-9:369|MESH:C570377	MESH:C570377
MONDO:0012733	blue nevi, familial multiple	Disease	MONDO		blue nevi, familial multiple			MESH:C567518|MESH:C566346|UMLS:C1863617|DOID:0050662|OMIM:603670	MESH:C567518
MONDO:0009603	blue rubber bleb nevus	Disease	MONDO	Blue rubber bleb nevus (BRBNS) is a rare vascular malformation disorder with cutaneous and visceral lesions frequently associated with serious, potentially fatal bleeding and anemia. [Orphanet:1059]	blue rubber bleb nevus|BRBN|bean syndrome			OMIM:112200|ORDO:1059|MESH:C562803|MESH:C536240|UMLS:C0346072	MESH:C562803
MONDO:0009562	Bothnia retinal dystrophy	Disease	MONDO	A rare form of retinal dystrophy, seen mostly in Northern Sweden, presenting in early childhood with night blindness and progressive maculopathy with a decrease in visual acuity, eventually leading to blindness by adulthood. Retinal degeneration, without obvious bone spicule formation, accompanied by affected visual fields and the typical presence of retinitis punctata albescens in the posterior pole are also noted. [Orphanet:85128]	Bothnia retinal dystrophy|Västerbotten dystrophy|Vasterbotten dystrophy|VC$sterbotten dystrophy			ICD10CM:H35.5|ORDO:85128|DOID:0050683|OMIM:607475|MESH:D044905|MESH:C564392|DOID:3633|UMLS:C1843816	MESH:D044905
MONDO:0022568	botulism	Disease	MONDO	A serious bacterial infection caused by botulinum toxin which is produced by Clostridium botulinum. Patients are infected usually by ingestion of contaminated food or wound contamination. It leads to muscle paralysis which may result in respiratory failure. [NCIT:C84599]	infection due to Clostridium botulinum|botulism poisoning|botulism			MESH:C535438|UMLS:C0006057|DOID:11976|MESH:D001906|ORDO:1267	MESH:C535438
MONDO:0009339	boutonneuse fever	Disease	MONDO	An infectious disease of the Mediterranean area, the Crimea, Africa, and India, caused by infection with rickettsia conorii subsp. coronorii. [PMID:18760001]	boutonneuse disease|Conor and Bruch's disease|fievre boutonneuse|Kenya tick typhus|Kenyan tick typhus|African tick typhus|Mediterranean spotted fever|South African tick-bite fever|Mediterranean tick fever|tick typhus due to rickettsia conorii|Kenya fever|marseilles fever|boutonneuse fever			ORDO:101334|ICD-9:082.1|MESH:C535443|ORDO:83313|UMLS:C0006060|MESH:D001907|DOID:0111069|DOID:14095	MESH:C535443
MONDO:0013079	brachydactyly-syndactyly syndrome	Disease	MONDO	Brachydactyly-syndactyly, Zhao type is a recently described syndrome associating a brachydactyly type A4 (short middle phalanges of the 2nd and 5th fingers and absence of middle phalanges of the 2nd to 5th toes) and a syndactyly of the 2nd and 3rd toes. Metacarpals and metatarsals anomalies are common. [Orphanet:93409]	brachydactyly-syndactyly syndrome			MESH:C567817|ORDO:93409|UMLS:C1853137|MESH:C565193|DOID:0050689|OMIM:610713	MESH:C567817
MONDO:0009872	brachydactyly type A5	Disease	MONDO	Brachydactyly type A5 (BDA5) is a very rare congenital malformation of the digits characterized by absence of the middle phalanges (usually of digits 2 to 5), nail dysplasia and duplicated terminal phalanx of the thumb. [Orphanet:93389]				ORDO:93389|MESH:C537091|DOID:0050677|MESH:C537633|OMIM:112900|UMLS:C1862138	MESH:C537633
MONDO:0008523	brachydactyly type E1	Disease	MONDO	Any brachydactyly type E in which the cause of the disease is a mutation in the HOXD13 gene. [MONDO:patterns/disease_series_by_gene]	BDE1|HOXD13 brachydactyly type E|brachydactyly type E caused by mutation in HOXD13			MESH:C538157|MESH:C566194|OMIM:113300|DOID:0110972	MESH:C538157
MONDO:0001941	brachymesomelia-renal syndrome	Disease	MONDO	The inability to see or the loss or absence of perception of visual stimuli. This condition may be the result of EYE DISEASES; OPTIC NERVE DISEASES; OPTIC CHIASM diseases; or BRAIN DISEASES affecting the VISUAL PATHWAYS or OCCIPITAL LOBE.	brachymesomelia-renal syndrome			HP:0000618|MESH:D001766|UMLS:C1862084|OMIM:113470|MESH:C537096	MESH:D001766
MONDO:0011358	hereditary breast carcinoma	Disease	MONDO	Breast carcinoma that has developed in relatives of patients with history of breast carcinoma. [NCIT:P378]	breast cancer susceptibility, autosomal dominant, somatic mutation|breast cancer, somatic|familial cancer of breast|familial breast carcinoma|familial cancer of the breast|hereditary breast carcinoma|breast cancer, early-onset, susceptibility to, autosomal dominant, somatic mutation|hereditary breast cancer|breast cancer, protection against, autosomal dominant, somatic mutation|familial breast cancer|breast cancer, invasive ductal, autosomal dominant, somatic mutation|breast cancer, susceptibility to, autosomal dominant, somatic mutation|breast cancer, lobular, somatic|breast cancer, male, susceptibility to, autosomal dominant, somatic mutation			MESH:C566346|OMIM:114480|ICD10CM:C50.2|UMLS:C0346153|MESH:C562840|ICD10CM:C50.6|ICD10CM:C50.3|ORDO:227535	MESH:C566346
MONDO:0007203	male breast carcinoma	Disease	MONDO	A malignant neoplasm involving the male breast. [https://orcid.org/0000-0002-6601-2165]	male breast cancer|Male breast carcinoma|Male breast cancer|carcinoma of Male breast|neoplasm of male breast|carcinoma of male breast|male breast carcinoma|carcinoma of the Male breast|malignant neoplasm of male breast			UMLS:C0238033|UMLS:C0242788|UMLS:C0242787|ICD-9:175.9|MESH:C536240|DOID:1614|MESH:D018567	MESH:C536240
MONDO:0011838	breast-ovarian cancer, familial, susceptibility to, 1	Disease	MONDO	Any hereditary breast ovarian cancer syndrome in which the cause of the disease is a mutation in the BRCA1 gene. [MONDO:patterns/disease_series_by_gene]	breast-ovarian cancer, familial, 1, multifactorial|breast-ovarian cancer, familial, susceptibility to, type 1|BRCA1 hereditary breast ovarian cancer syndrome|breast-ovarian cancer, familial, susceptibility to, 1|hereditary breast ovarian cancer syndrome caused by mutation in BRCA1			OMIM:604370|MESH:C564392	MESH:C564392
MONDO:0005498	breast-ovarian cancer, familial, susceptibility to, 4	Disease	MONDO	Any hereditary breast ovarian cancer syndrome in which the cause of the disease is a mutation in the RAD51D gene. [MONDO:patterns/disease_series_by_gene]	hereditary breast ovarian cancer syndrome caused by mutation in RAD51D|breast-ovarian cancer, familial, susceptibility to, 4|breast-ovarian cancer, familial, susceptibility to, type 4|RAD51D hereditary breast ovarian cancer syndrome			MESH:D001906|DOID:11976|OMIM:614291	MESH:D001906
MONDO:0024472	bronchiectasis	Disease	MONDO	Segmental, irreversible dilation of the bronchial tree resulting in the accumulation of secretions which leads to obstruction. The most common cause is bacterial infection. [NCIT:P378]	Polynesian bronchiectasis			DOID:9563|MESH:D001907|MESH:D001987|UMLS:C0006267|ICD10CM:J47|DOID:14095|ICD-9:494	MESH:D001907
MONDO:0012544	bronchiolitis	Disease	MONDO	Inflammation of the bronchioles characterized by swelling of the bronchioles and mucus accumulation. It is usually caused by the respiratory syncytial virus and affects children. Signs and symptoms include coughing, wheezing, and shortness of breath. [NCIT:P378]	wheezy bronchitis|bronchiolitis (disease)|bronchiolitis			UMLS:C0006271|MESH:D001988|DOID:2942|MESH:C565193|DOID:0050689|ICD-9:466.19|HP:HP:0011950	MESH:C565193
MONDO:0019678	Brown-Sequard syndrome	Disease	MONDO	Brown-Sequard syndrome is a rare neurological condition that results from an injury or damage to one side of the spinal cord. This condition results in weakness or paralysis on one side of the body (hemiparaplegia) and a loss of sensation on the opposite side (hemianesthesia). Brown-Sequard syndrome most commonly occurs in the the thoracic spine (upper and middle back). There are several causes of Brown-Sequard syndrome, including: a spinal cord tumor, trauma (such as a puncture wound to the neck or back), infectious or inflammatory diseases (tuberculosis or multiple sclerosis), and disk herniation. Treatment for this condition varies depending on the underlying cause. [https://rarediseases.info.nih.gov/diseases/5964/brown-sequard-syndrome]	Brown-Squard syndrome			MESH:C537091|DOID:606|ICD10CM:G83.81|MESH:D018437	MESH:C537091
MONDO:0007223	Brugada syndrome 8	Disease	MONDO	Any Brugada syndrome in which the cause of the disease is a mutation in the HCN4 gene. [MONDO:patterns/disease_series_by_gene]	Brugada syndrome type 8|HCN4 Brugada syndrome|Brugada syndrome 8|Brugada syndrome caused by mutation in HCN4|BRGDA8			DOID:0110225|DOID:0110972|OMIM:113300|UMLS:C2751083|OMIM:613123|MESH:C567732	OMIM:113300
MONDO:0007228	Brunoni syndrome	Disease	MONDO					MESH:C537096|UMLS:C2931486|MESH:C537408	MESH:C537096
MONDO:0016419	Bruton-type agammaglobulinemia	Disease	MONDO	X-linked agammaglobulinemia (XLA) is a clinically variable form of isolated agammaglobulinemia, an inherited immunodeficiency disorder, and is characterized in affected males by recurrent bacterial infections during infancy. [Orphanet:47]	Bruton-type agammaglobulinemia|Bruton agammaglobulinemia tyrosine kinase deficiency|Bruton's agammaglobulinaemia|Bruton's X-linked agammaglobulinemia|BTK-deficiency|BTK deficiency|X-linked agammaglobulinemia|Bruton's type agammaglobulinemia|Bruton's Sex-linked agammaglobulinemia|agammaglobulinemia, X-linked 1, X-linked recessive|Bruton type agammaglobulinemia			ORDO:47|UMLS:C0221026|MESH:C537409|DOID:14179|OMIM:300755|MESH:C562840	MESH:C562840
MONDO:0005628	progressive bulbar palsy	Disease	MONDO	Progressive bulbar palsy involves the brain stem. The brain stem is the part of the brain needed for swallowing, speaking, chewing, and other functions. Signs and symptoms of progressive bulbar palsy include difficulty swallowing, weak jaw and facial muscles, progressive loss of speech, and weakening of the tongue. Additional symptoms include less prominent weakness in the arms and legs, and outbursts of laughing or crying (called emotional lability). Progressive bulbar palsy is considered a variant form of amyotrophic lateral sclerosis (ALS). Many people with progressive bulbar palsy later develop ALS. While there is no cure for progressive bulbar palsy or for ALS, doctors can treat symptoms. [https://rarediseases.info.nih.gov/diseases/10928/progressive-bulbar-palsy]				MESH:D010244|DOID:681|UMLS:C0030442|ICD-9:335.22|DOID:1614|ICD10CM:G12.22|MESH:D018567	MESH:D018567
MONDO:0011450	progressive familial heart block, type 1A	Disease	MONDO	An autosomal dominant inherited cardiac bundle branch disorder which can progress to complete heart block. [NCIT:C126651]	Lenegre's disease|PFHB1A|SCN5A progressive familial heart block|heart block, progressive, type IA|progressive familial heart block caused by mutation in SCN5A|progressive familial heart block, type IA			OMIM:604370|OMIM:113900|MESH:D002037|DOID:0111074	OMIM:604370
MONDO:0013669	hereditary arterial and articular multiple calcification syndrome	Disease	MONDO	Hereditary arterial and articular multiple calcification syndrome is a very rare genetic vascular disease of autosomal recessive inheritance, described in less than 20 patients to date, characterized by adult-onset (as early as the second decade of life) isolated calcification of the arteries of the lower extremities (including the iliac, femoral, and tibial arteries) as well as the capsule joints of the fingers, wrists, ankles and feet, and that usually manifests with mild paresthesias of the lower extremities, intense joint pain and swelling, and early onset arthritis of affected joints. [Orphanet:289601]	calcification of joints and arteries|CALJA			MESH:C565891|OMIM:614291|OMIM:211800|UMLS:C1859372|ORDO:289601|DOID:0111582|UMLS:C4305347	OMIM:614291
MONDO:0004822	Caliciviridae infectious disease	Disease	MONDO	Virus diseases caused by caliciviridae. They include hepatitis E; vesicular exanthema of swine; acute respiratory infections in felines, rabbit hemorrhagic disease, and some cases of gastroenteritis in humans. [MESH:D017250]				MESH:D001987|DOID:9563|MESH:D017250|HP:0002110	MESH:D001987
MONDO:0002465	idiopathic camptocormia	Disease	MONDO	Idiopathic camptocormia is a postural disease characterized by an anterior flexion of the torso (during walking or standing) that resolves in the supine position and that is caused by weakness of the lumbar paraspinal muscles (spinal extensors), due to massive fatty infiltrations of posterior spinal muscles, without an identifiable etiology. [Orphanet:1320]	idiopathic camptocormism|idiopathic progressive lumbar kyphosis			MESH:D001988|MESH:C537968|DOID:2942|HP:0011950|ORDO:1320	MESH:D001988
MONDO:0003754	cutaneous candidiasis	Disease	MONDO	Candidiasis of the skin manifested as eczema-like lesions of the interdigital spaces, perleche, or chronic paronychia. (Dorland, 27th ed) [MESH:D002179]	zone of skin candidiasis			UMLS:C0006846|DOID:606|MESH:D002179|DOID:0080161|MESH:D018437	MESH:D018437
MONDO:0013148	candidiasis, familial, 8	Disease	MONDO	Any chronic mucocutaneous candidiasis in which the cause of the disease is a mutation in the TRAF3IP2 gene. [MONDO:patterns/disease_series_by_gene]	chronic mucocutaneous candidiasis (disease) caused by mutation in TRAF3IP2|candidiasis, familial, 8|TRAF3IP2 chronic mucocutaneous candidiasis (disease)|candidiasis, familial, type 8			OMIM:615527|UMLS:C3714992|MESH:C567732	MESH:C567732
MONDO:0022611	familial multiple nevi flammei	Disease	MONDO	A congenital vascular malformation in the skin (birthmark) characterized by the presence of dilated capillaries. The affected area of the skin is flat and reddish-purplish in color. [NCIT:C3840]	Salmon patch Nevus|Nevus flammeus|familial multiple port-wine stains|port wine stain of the skin|port wine stain of skin|port wine type hemangioma|port wine birthmark|port-wine stain of skin|port wine Nevus|capillary malformations, congenital, 1, somatic, mosaic|port wine stain			DOID:0111529|MESH:C537408|UMLS:CN205384|OMIM:163000|UMLS:C0235752|ORDO:624	MESH:C537408
MONDO:0010421	Caplan syndrome	Disease	MONDO	A combination of rheumatoid arthritis (RA) and pneumoconiosis that manifests as intrapulmonary nodules, which appear homogenous and well-defined on chest X-ray. [Wikipedia:Caplan%27s_syndrome]	Caplans syndrome|rheumatoid pneumoconiosis|Caplan syndrome|Caplan's disease			UMLS:C0006915|MESH:C537409|DOID:14179|MESH:D002205|DOID:10326	MESH:C537409
MONDO:0008890	cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	Disease	MONDO	Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss (CAPOS syndrome) is a rare autosomal dominant neurological disorder characterized by early onset cerebellar ataxia, associated with areflexia, progressive optic atrophy, sensorineural deafness, a pes cavus deformity, and abnormal eye movements. [Orphanet:1171]	CAPOS syndrome			MESH:C535351|MESH:D010244|DOID:681|HP:0001283|OMIM:601338|ORDO:1171	MESH:D010244
MONDO:0007240	basal cell carcinoma	Disease	MONDO	A carcinoma involving the basal cells. [NCIT:C156767]	epithelioma, basal cell|malignant basal cell neoplasm|basal cell cancer			MESH:D002280|HP:0011713|HP:0011712|HP:0011710|MESH:D002037	MESH:D002037
MONDO:0008895	mucoepidermoid carcinoma	Disease	MONDO	A carcinoma morphologically characterized the presence of cuboidal mucous cells, goblet-like mucous cells, squamoid cells, cystic changes, and a fibrotic stromal formation. It can occur in several anatomic sites, including parotid gland, oral cavity, paranasal sinus, skin, breast, lung, larynx, and lacrimal ducts. It is classified as low or high grade. [NCIT:C3772]	mucoepidermoid carcinoma|mucoepidermoid carcinoma (morphologic abnormality)|MEC|mucoepidermoid tumor			MESH:C565891|MESH:D018298|MESH:D018277|UMLS:C0206694|DOID:4531|DOID:163	MESH:C565891
MONDO:0005687	skin appendage carcinoma	Disease	MONDO	A carcinoma arising from the sebaceous glands, sweat glands, or the hair follicles. Representative examples include sebaceous carcinoma, apocrine carcinoma, eccrine carcinoma, and pilomatrical carcinoma. [NCIT:P378]	skin appendage carcinoma|carcinoma of adnexa|carcinoma of skin appendage|carcinoma of cutaneous appendage|cutaneous appendage carcinoma|adnexal carcinoma|carcinoma, adnexal, malignant			UMLS:C0206697|MESH:D018280|MESH:D017250	MESH:D017250
MONDO:0015271	carcinosarcoma	Disease	MONDO	A malignant tumor composed of a mixture of carcinomatous and sarcomatous elements. [NCIT:C34448]	carcinosarcoma|malignant mixed Mullerian tumor|malignant mixed mesodermal (mullerian) tumor|mesodermal mixed tumor (morphologic abnormality)|MMMT|mixed mesodermal (mullerian) tumor|mullerian mixed tumor|carcinosarcoma, malignant|mullerian mixed tumor (morphologic abnormality)|mesodermal mixed tumor			HP:0100595|UMLS:C1334603|MESH:D002296|DOID:4236|UMLS:C0206627|MESH:C537968|UMLS:C0007140	MESH:C537968
MONDO:0000879	dilated cardiomyopathy 1I	Disease	MONDO	Any familial isolated dilated cardiomyopathy in which the cause of the disease is a mutation in the DES gene. [MONDO:patterns/disease_series_by_gene]	familial isolated dilated cardiomyopathy caused by mutation in DES|DES familial isolated dilated cardiomyopathy|cardiomyopathy, dilated, type 1I|dilated cardiomyopathy type 1I|CMD1I			MESH:D002179|UMLS:C1858154|DOID:0080161|MESH:C565752|OMIM:604765|DOID:0110431	MESH:D002179
MONDO:0014230	dilated cardiomyopathy 1KK	Disease	MONDO	Any dilated cardiomyopathy in which the cause of the disease is a mutation in the MYPN gene. [MONDO:patterns/disease_series_by_gene]	dilated cardiomyopathy type 1KK|cardiomyopathy, hypertrophic, 22|dilated cardiomyopathy caused by mutation in MYPN|cardiomyopathy, dilated, type 1Kk|MYPN dilated cardiomyopathy|CMD1KK			DOID:0110445|ORDO:154|OMIM:615527|OMIM:615248|ORDO:75249|DOID:2058	OMIM:615527
MONDO:0008094	dilated cardiomyopathy 1P	Disease	MONDO	Any familial isolated dilated cardiomyopathy in which the cause of the disease is a mutation in the PLN gene. [MONDO:patterns/disease_series_by_gene]	cardiomyopathy, dilated, 1P|dilated cardiomyopathy type 1P|CMD1P|familial isolated dilated cardiomyopathy caused by mutation in PLN|PLN familial isolated dilated cardiomyopathy|cardiomyopathy, dilated, type 1P			DOID:0111529|OMIM:609909|OMIM:163000|DOID:0110439|MESH:C563690|UMLS:C1835928	OMIM:163000
MONDO:0005690	dilated cardiomyopathy 1Q	Disease	MONDO	A dilated cardiomyopathy that has material basis in variation in the chromosome region 7q22.3-q31.1. [DOID:0110442, PMID:16228230]	dilated cardiomyopathy type 1Q|CMD1Q			MESH:C563688|OMIM:609915|MESH:D002205|DOID:10326|DOID:0110442|UMLS:C1835926	MESH:D002205
MONDO:0011038	hypertrophic cardiomyopathy 11	Disease	MONDO	Any hypertrophic cardiomyopathy in which the cause of the disease is a mutation in the ACTC1 gene. [MONDO:patterns/disease_series_by_gene]	ACTC1 hypertrophic cardiomyopathy|hypertrophic cardiomyopathy 11|hypertrophic cardiomyopathy caused by mutation in ACTC1|hypertrophic cardiomyopathy type 11|cardiomyopathy, hypertrophic, 11|cardiomyopathy familial hypertrophic 11|CMH11|cardiomyopathy, familial hypertrophic, type 11			MESH:C535351|UMLS:C2677506|MESH:C567419|DOID:0110317|OMIM:612098	MESH:C535351
MONDO:0020804	hypertrophic cardiomyopathy 12	Disease	MONDO	Any hypertrophic cardiomyopathy in which the cause of the disease is a mutation in the CSRP3 gene. [MONDO:patterns/disease_series_by_gene]	hypertrophic cardiomyopathy caused by mutation in CSRP3|CSRP3 hypertrophic cardiomyopathy|cardiomyopathy, hypertrophic, 12|cardiomyopathy familial hypertrophic 12|cardiomyopathy, familial hypertrophic, type 12|hypertrophic cardiomyopathy type 12|CMH12|hypertrophic cardiomyopathy 12			MESH:D002280|UMLS:C2677491|DOID:0110318|HP:0002671|OMIM:612124	MESH:D002280
MONDO:0003036	hypertrophic cardiomyopathy 13	Disease	MONDO	Any hypertrophic cardiomyopathy in which the cause of the disease is a mutation in the TNNC1 gene. [MONDO:patterns/disease_series_by_gene]	cardiomyopathy familial hypertrophic 13|cardiomyopathy, familial hypertrophic, type 13|CMH13|TNNC1 hypertrophic cardiomyopathy|hypertrophic cardiomyopathy type 13|cardiomyopathy, hypertrophic, 13|hypertrophic cardiomyopathy caused by mutation in TNNC1			UMLS:C2750472|MESH:C567686|MESH:D018277|OMIM:613243|DOID:0110319|DOID:4531	MESH:D018277
MONDO:0006973	hypertrophic cardiomyopathy 17	Disease	MONDO	Any hypertrophic cardiomyopathy in which the cause of the disease is a mutation in the JPH2 gene. [MONDO:patterns/disease_series_by_gene]	CMH17|JPH2 hypertrophic cardiomyopathy|cardiomyopathy, hypertrophic, 17|hypertrophic cardiomyopathy caused by mutation in JPH2|cardiomyopathy, familial hypertrophic, type 17|cardiomyopathy familial hypertrophic 17|hypertrophic cardiomyopathy type 17			OMIM:613873|UMLS:C3151264|MESH:D018280|DOID:0110323	MESH:D018280
MONDO:0002928	hypertrophic cardiomyopathy 4	Disease	MONDO	An autosomal dominant condition caused by mutation(s) in the MYBPC3 gene, encoding MYBPC3 protein. It is characterized by severe neonatal hypertrophic cardiomyopathy. [NCIT:C133725]	cardiomyopathy, hypertrophic, 4|CMH4|hypertrophic cardiomyopathy type 4|MYBPC3 hypertrophic cardiomyopathy|hypertrophic cardiomyopathy caused by mutation in MYBPC3|cardiomyopathy, familial hypertrophic, 4|familial hypertrophic cardiomyopathy type 4|cardiomyopathy, familial hypertrophic, type 4|hypertrophic cardiomyopathy 4			MESH:D002296|DOID:0110310|DOID:4236|OMIM:115197|UMLS:C1861862|MESH:C566169	MESH:D002296
MONDO:0011482	cardiomyopathy, fatal fetal, due to myocardial calcification	Disease	MONDO		cardiomyopathy, fatal fetal, due to myocardial calcification			UMLS:C1853577|MESH:C565752|OMIM:606163|MESH:C543241|OMIM:300829	MESH:C565752
MONDO:0014100	Cardioneuromyopathy with hyaline masses and nemaline rods	Disease	MONDO		Cardioneuromyopathy with hyaline masses and nemaline rods			DOID:0110445|OMIM:615248|MESH:C564655|UMLS:C1847387|OMIM:606842	OMIM:615248
MONDO:0012362	Car factor deficiency	Disease	MONDO		Car factor deficiency			UMLS:C1861898|OMIM:114650|MESH:C563690|MESH:C566176	MESH:C563690
MONDO:0012364	3MC syndrome 2	Disease	MONDO	Any 3MC syndrome in which the cause of the disease is a mutation in the COLEC11 gene. [MONDO:patterns/disease_series_by_gene]	3MC syndrome type 2|3Mc syndrome type 2|3MC syndrome caused by mutation in COLEC11|3MC syndrome 2|COLEC11 3MC syndrome			OMIM:265050|ORDO:2998|MESH:C563688|MESH:C535586|DOID:0060576	MESH:C563688
MONDO:0012799	carnitine acetyltransferase deficiency	Disease	MONDO	A disease arising from a defect of carnitine acetyltransferase causing disruption of whole-body glucose homeostasis and muscle-specific loss of function results in reduced metabolic control, which resembles the insulin resistant state. [MONDO:cjm, PMID:28955988]	carnitine acetyltransferase deficiency			ICD-9:277.6|OMIM:606175|UMLS:C1443228|MESH:C563249|UMLS:CN035113|MESH:C567419	MESH:C567419
MONDO:0012804	carnitine-acylcarnitine translocase deficiency	Disease	MONDO	Carnitine-acylcarnitine translocase (CACT) deficiency is a life-threatening, inherited disorder of fatty acid oxidation which usually presents in the neonatal period with severe hypoketotic hypoglycemia, hyperammonemia, cardiomyopathy and/or arrhythmia, hepatic dysfunction, skeletal muscle weakness, and encephalopathy. [Orphanet:159]	CACT deficiency|carnitine-acylcarnitine translocase deficiency			DOID:0111585|UMLS:C0342791|OMIM:212138|DOID:0110318|MESH:C562812|ORDO:159|OMIM:612124	OMIM:612124
MONDO:0013195	idiopathic chronic eosinophilic pneumonia	Disease	MONDO	A very rare, severe, interstitial lung disease of insidious onset with subacute or chronic non-specific respiratory manifestations (dyspnea, cough, wheezing) often associated with systemic manifestations (fatigue, malaise, weight loss). [https://orcid.org/0000-0001-5208-3432, Orphanet:2902]				MESH:C567686|ORDO:2902|MESH:C535590	MESH:C567686
MONDO:0013474	Cartwright Nelson Fryns syndrome	Disease	MONDO					OMIM:613873|UMLS:C2931062|MESH:C535917|DOID:0110323	OMIM:613873
MONDO:0007268	cataract 26 multiple types	Disease	MONDO	A cataract that has material basis in variation in the region 9q13-q22. [DOID:0110246, PMID:11179024]	CTRCT26			OMIM:605749|UMLS:C1854003|MESH:C565298|ORDO:98984|DOID:0110246|MESH:C566169	MESH:C566169
MONDO:0010439	cataract 17 multiple types	Disease	MONDO	Any early-onset non-syndromic cataract in which the cause of the disease is a mutation in the CRYBB1 gene. [MONDO:patterns/disease_series_by_gene]	CTRCT17|CRYBB1 early-onset non-syndromic cataract|early-onset non-syndromic cataract caused by mutation in CRYBB1			OMIM:611544|DOID:0110270|ORDO:98991|UMLS:C1969062|MESH:C566923|MESH:C543241	MESH:C543241
MONDO:0011734	cataract 27	Disease	MONDO	A cataract that has material basis in mutation in the region 2p12. [DOID:0110233, PMID:12091400]	cataract 27|cataract type 27|CTRCT27|cataract 27 nuclear progressive			DOID:0110233|UMLS:C1846520|MESH:C564596|MESH:C564655|OMIM:607304	MESH:C564655
MONDO:0007260	caudal duplication	Disease	MONDO	Caudal duplication (CD) is a rare developmental anomaly in which structures derived from the embryonic cloaca and notochord are duplicated to varying extents. [Orphanet:1756]	split notochord syndrome|dipygus			OMIM:607864|ORDO:1756|MESH:C564315|MESH:C566176|UMLS:C1842884	MESH:C566176
MONDO:0009927	primary CD59 deficiency	Disease	MONDO		primary CD59 deficiency			OMIM:612300|ORDO:169464|MESH:C535586|UMLS:C2676767|MESH:C567355	MESH:C535586
MONDO:0011642	cerebellar ataxia-hypogonadism syndrome	Disease	MONDO	Cerebellar ataxia-hypogonadism syndrome is a very rare autosomal recessive neurodegenerative disorder characterized by the combination of progressive cerebellar ataxia with onset from early childhood to the fourth decade, and hypogonadotropic hypogonadism (delayed puberty and lack of secondary sex characteristics). Cerebellar ataxia-hypogonadism syndrome belongs to a clinical continuum of neurodegenerative disorders along with clinically overlapping disorders such as ataxia-hypogonadism-choroidal dystrophy syndrome. [Orphanet:1173]	Gordon-Holmes syndrome|luteinizing hormone-releasing hormone deficiency with ataxia			OMIM:212840|DOID:0111587|UMLS:C1859305|MESH:C563249|MESH:C565870|ORDO:1173	MESH:C563249
MONDO:0008918	cerebellar-facial-dental syndrome	Disease	MONDO	A syndrome that is characterized by delayed development, intellectual disability, abnormal facial and dental findings, and cerebellar hypoplasia and that has material basis in homozygous or compound heterozygous mutation in the BRF1 gene on chromosome 14q32. [DOID:0080898]	Cerebellofaciodental syndrome|cerebellar-facial-dental syndrome			UMLS:CN221667|DOID:0111585|UMLS:C4015495|MESH:C562812|DOID:0080898|ORDO:444072|OMIM:616202	MESH:C562812
MONDO:0017363	CARASIL syndrome	Disease	MONDO	CARASIL is a hereditary cerebral small vessel disease characterized by early-onset gait disturbances, premature scalp alopecia, ischemic stroke, acute mid to lower back pain and progressive cognitive disturbances leading to severe dementia. [Orphanet:199354]	cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy|CARASIL|Maeda syndrome			ORDO:199354|MESH:C563990|OMIM:600142|MESH:C535590|UMLS:C1838577	MESH:C535590
